Record Id,Deal Name.id,Deal Name,Stage,Stage Duration (Calendar Days),Modified By.id,Modified By,Modified Time,Amount,Probability (%),Expected Revenue,Closing Date,Last Activity Time,Moved To
zcrm_6221978000061652203,zcrm_6221978000061652201,Lead Advisor 2 (Grand Rapids) Drake & Assoc,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-01-18 10:40:15,,100,,2024-12-05,2025-01-18 10:40:15,
zcrm_6221978000061652238,zcrm_6221978000061652236,Lead Advisor 1 (Waukesha) Drake & Assoc,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-01-18 10:41:08,,100,,2024-12-05,2025-01-18 10:41:08,
zcrm_6221978000061652259,zcrm_6221978000061652257,Lead Advisor 2 (Waukesha) Drake & Assoc,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-01-18 10:41:18,,100,,2024-12-05,2025-01-18 10:41:18,
zcrm_6221978000061652297,zcrm_6221978000061652295,Financial Advisor 2 (Reno) Prime Financial,Closed Won,68,zcrm_6221978000000914023,Steve Perry,2025-01-18 10:42:12,,100,,2024-12-03,2025-03-27 14:11:04,Past Client
zcrm_6221978000061652325,zcrm_6221978000061652323,Financial Advisor 1 (Seattle) BOSS Retirement Solutions,Closed Won,41,zcrm_6221978000000914023,Steve Perry,2025-01-18 10:43:14,,100,,2024-08-01,2025-02-28 14:39:46,Past Client
zcrm_6221978000061652346,zcrm_6221978000061652344,Financial Advisor 2 (Seattle) BOSS Retirement Solutions,Closed Won,44,zcrm_6221978000000914023,Steve Perry,2025-01-18 10:43:25,,100,,2024-08-01,2025-03-03 10:53:24,Past Client
zcrm_6221978000061652367,zcrm_6221978000061652365,Financial Advisor 3 (Seattle) BOSS Retirement Solutions,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-01-18 10:43:33,,100,,2024-08-01,2025-01-18 10:43:33,
zcrm_6221978000061652528,zcrm_6221978000061652526,Product Manager (Vermont) NLG,Lead,0,zcrm_6221978000000914023,Steve Perry,2025-01-18 11:05:20,,2,,2025-01-16,2025-01-18 11:06:01,Closed Won
zcrm_6221978000061652558,zcrm_6221978000061652526,Product Manager (Vermont) NLG,Closed Won,17,zcrm_6221978000000914023,Steve Perry,2025-01-18 11:06:01,,100,,2025-01-16,2025-02-04 11:29:39,Client Internal Review
zcrm_6221978000061652621,zcrm_6221978000061652619,Financial Advisor Branch Manager (Duluth),Closed Won,68,zcrm_6221978000000914023,Steve Perry,2025-01-18 11:10:25,,100,,2025-01-18,2025-03-27 14:11:17,Past Client
zcrm_6221978000061652681,zcrm_6221978000061652679,Senior Manager of Advising,Closed Won,13,zcrm_6221978000000914023,Steve Perry,2025-01-18 11:12:55,,100,,2025-01-18,2025-01-31 14:09:12,Client Internal Review
zcrm_6221978000062146111,zcrm_6221978000062146109,Managing Director Tampa Guardian,Closed Won,142,zcrm_6221978000000914023,Steve Perry,2025-01-21 14:16:22,,100,,2024-11-27,2025-06-12 11:30:01,Past Client
zcrm_6221978000062798011,zcrm_6221978000050374372,Left Tackle Advisors Recruiting,Meetings Completed,35,zcrm_6221978000000914023,Steve Perry,2025-01-23 09:38:30,,36,,2024-12-06,2025-02-27 12:53:07,Deferred
zcrm_6221978000063305044,zcrm_6221978000063305042,Director of Nursing - (Minneapolis) Rivers of Life,Meeting Booked,0,zcrm_6221978000000914023,Steve Perry,2025-01-24 09:52:18,,33,,2025-01-24,2025-01-24 12:58:05,Closed Won
zcrm_6221978000063305078,zcrm_6221978000063305042,Director of Nursing - (Minneapolis) Rivers of Life,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-01-24 12:58:05,,100,,2025-01-24,2025-01-24 12:58:05,
zcrm_6221978000063950496,zcrm_6221978000063950494,Paraplanner (Minneapolis) Strong Tower,Meetings Completed,31,zcrm_6221978000000914023,Steve Perry,2025-01-27 08:49:04,,36,,2025-01-30,2025-02-27 12:52:55,Deferred
zcrm_6221978000063950588,zcrm_6221978000063950586,HR Manager (Minneapolis) Harland Medical,Meetings Completed,15,zcrm_6221978000000914023,Steve Perry,2025-01-27 09:04:34,,36,,2025-02-04,2025-02-11 15:01:06,Client Internal Review
zcrm_6221978000066231001,zcrm_6221978000048197078,RPOA Director of Data,Client Internal Review,41,zcrm_6221978000000914023,Steve Perry,2025-01-31 14:08:07,,42,,2024-11-19,2025-03-13 13:21:56,Deferred
zcrm_6221978000066231031,zcrm_6221978000061652679,Senior Manager of Advising,Client Internal Review,94,zcrm_6221978000000914023,Steve Perry,2025-01-31 14:09:12,,42,,2025-01-18,2025-05-05 12:28:11,Closed Lost
zcrm_6221978000067099001,zcrm_6221978000048197276,Multimedia Specialist Drake & Assoc,Client Internal Review,37,zcrm_6221978000000914023,Steve Perry,2025-02-04 11:29:20,,42,,2024-12-03,2025-03-13 13:22:17,Closed Lost
zcrm_6221978000067099016,zcrm_6221978000061652526,Product Manager (Vermont) NLG,Client Internal Review,66,zcrm_6221978000000914023,Steve Perry,2025-02-04 11:29:39,,42,,2025-01-16,2025-04-11 12:14:41,Deferred
zcrm_6221978000067099033,zcrm_6221978000067099031,RPOA Monthly Retainer,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-02-04 11:32:50,,100,,2024-06-01,2025-02-04 11:32:50,
zcrm_6221978000067099112,zcrm_6221978000067099110,Financial Advisor - All Things Financial,Lead,0,zcrm_6221978000000914023,Steve Perry,2025-02-04 11:54:20,,2,,2025-04-01,2025-02-04 11:55:28,Client Internal Review
zcrm_6221978000067099171,zcrm_6221978000067099110,Financial Advisor - All Things Financial,Client Internal Review,37,zcrm_6221978000000914023,Steve Perry,2025-02-04 11:55:28,,42,,2025-04-01,2025-03-13 13:20:26,Deferred
zcrm_6221978000067099466,zcrm_6221978000046521882,Howard Kramer,Deferred,,zcrm_6221978000000914023,Steve Perry,2025-02-04 12:04:36,,10,,2024-11-21,2025-02-04 12:04:36,
zcrm_6221978000067099539,zcrm_6221978000044278061,"Financial Advisor (Eden Prairie, MN) Boulay",Client Internal Review,7,zcrm_6221978000000914023,Steve Perry,2025-02-04 12:05:50,,42,,2024-11-21,2025-02-11 15:24:42,Closed Won
zcrm_6221978000067099606,zcrm_6221978000008413591,Experior US,Client Internal Review,37,zcrm_6221978000000914023,Steve Perry,2025-02-04 12:07:25,,42,,2024-09-01,2025-03-13 13:21:39,Engaged
zcrm_6221978000067535039,zcrm_6221978000067535037,General Counsel (USA Remote) Token Metrics,Client Internal Review,6,zcrm_6221978000000914023,Steve Perry,2025-02-05 12:54:46,,42,,2025-02-05,2025-02-11 15:24:16,Closed Won
zcrm_6221978000067588934,zcrm_6221978000012164037,"Regional Director (Sheridan, WY) Frontier Asset Management",Meeting Booked,0,zcrm_6221978000000914023,Steve Perry,2025-02-05 15:00:26,,33,,2024-12-31,2025-02-05 15:43:19,Meetings Completed
zcrm_6221978000067588991,zcrm_6221978000012167682,"New Biz - Tci Wealth Advisors, Inc. Tucson",Engaged,127,zcrm_6221978000000914023,Steve Perry,2025-02-05 15:04:27,,6,,2024-12-31,2025-06-12 11:57:59,Deferred
zcrm_6221978000067589006,zcrm_6221978000012166596,"New Biz - Orion Portfolio Solutions, Llc Omaha",Engaged,127,zcrm_6221978000000914023,Steve Perry,2025-02-05 15:04:29,,6,,2024-12-31,2025-06-12 12:04:53,Deferred
zcrm_6221978000067589021,zcrm_6221978000012167667,"New Biz - Sound Income Strategies, Llc Richmond",Engaged,127,zcrm_6221978000000914023,Steve Perry,2025-02-05 15:04:30,,6,,2024-12-31,2025-06-12 12:05:07,Deferred
zcrm_6221978000067589036,zcrm_6221978000012166392,"New Biz - Moran Wealth Management, Llc Naples",Engaged,127,zcrm_6221978000000914023,Steve Perry,2025-02-05 15:04:32,,6,,2024-12-31,2025-06-12 12:05:01,Deferred
zcrm_6221978000067589179,zcrm_6221978000012164037,"Regional Director (Sheridan, WY) Frontier Asset Management",Meetings Completed,0,zcrm_6221978000000914023,Steve Perry,2025-02-05 15:43:19,,36,,2024-12-31,2025-02-05 15:43:21,Client Internal Review
zcrm_6221978000067589194,zcrm_6221978000012164037,"Regional Director (Sheridan, WY) Frontier Asset Management",Client Internal Review,6,zcrm_6221978000000914023,Steve Perry,2025-02-05 15:43:21,,42,,2024-12-31,2025-02-11 16:15:58,Closed Won
zcrm_6221978000068309003,zcrm_6221978000068309001,Director of Finance,Closed Won,47,zcrm_6221978000000914023,Steve Perry,2025-02-08 13:19:38,,100,,2025-02-08,2025-03-27 14:10:22,Past Client
zcrm_6221978000068579046,zcrm_6221978000068579044,Solutions Architect Director (Remote USA) Instrumental Group,Client Internal Review,1,zcrm_6221978000000914023,Steve Perry,2025-02-10 18:26:12,,42,,2025-02-10,2025-02-11 15:24:27,Closed Won
zcrm_6221978000068579067,zcrm_6221978000068579065,Senior Solutions Architect (Remote USA) Instrumental Group,Client Internal Review,1,zcrm_6221978000000914023,Steve Perry,2025-02-10 18:29:44,,42,,2025-02-10,2025-02-11 15:24:23,Closed Won
zcrm_6221978000068805025,zcrm_6221978000063950586,HR Manager (Minneapolis) Harland Medical,Client Internal Review,0,zcrm_6221978000000914023,Steve Perry,2025-02-11 15:01:06,,42,,2025-02-11,2025-02-11 15:24:35,Closed Won
zcrm_6221978000068805042,zcrm_6221978000068805040,Account Manager (Minneapolis) Harland Medical,Client Internal Review,0,zcrm_6221978000000914023,Steve Perry,2025-02-11 15:03:35,,42,,2025-02-11,2025-02-11 15:25:27,Closed Won
zcrm_6221978000068805069,zcrm_6221978000068805067,"Chief Revenue Officer (?) (Eden Prairie, MN) Boulay",Client Internal Review,0,zcrm_6221978000000914023,Steve Perry,2025-02-11 15:17:09,,42,,2025-02-08,2025-02-11 15:24:47,Closed Won
zcrm_6221978000068805091,zcrm_6221978000067535037,General Counsel (USA Remote) Token Metrics,Closed Won,29,zcrm_6221978000000914023,Steve Perry,2025-02-11 15:24:16,,100,,2025-02-05,2025-03-12 12:07:33,Closed Lost
zcrm_6221978000068805112,zcrm_6221978000068579065,Senior Solutions Architect (Remote USA) Instrumental Group,Closed Won,8,zcrm_6221978000000914023,Steve Perry,2025-02-11 15:24:23,,100,,2025-02-10,2025-02-19 13:47:34,Closed Lost
zcrm_6221978000068805133,zcrm_6221978000068579044,Solutions Architect Director (Remote USA) Instrumental Group,Closed Won,8,zcrm_6221978000000914023,Steve Perry,2025-02-11 15:24:27,,100,,2025-02-10,2025-02-19 13:47:24,Closed Lost
zcrm_6221978000068805154,zcrm_6221978000063950586,HR Manager (Minneapolis) Harland Medical,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-02-11 15:24:35,,100,,2025-02-11,2025-02-11 15:24:35,
zcrm_6221978000068805175,zcrm_6221978000044278061,"Financial Advisor (Eden Prairie, MN) Boulay",Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-02-11 15:24:42,,100,,2025-02-08,2025-02-11 15:24:42,
zcrm_6221978000068805196,zcrm_6221978000068805067,"Chief Revenue Officer (?) (Eden Prairie, MN) Boulay",Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-02-11 15:24:47,,100,,2025-02-08,2025-02-11 15:24:47,
zcrm_6221978000068805246,zcrm_6221978000068805040,Account Manager (Minneapolis) Harland Medical,Closed Won,44,zcrm_6221978000000914023,Steve Perry,2025-02-11 15:25:27,,100,,2025-02-11,2025-03-27 17:02:00,Deferred
zcrm_6221978000068805269,zcrm_6221978000068805267,"Director of Faith Based Accounts (Sheridan, WY) Frontier Asset Management",Client Internal Review,0,zcrm_6221978000000914023,Steve Perry,2025-02-11 16:14:54,,42,,2024-12-31,2025-02-11 16:15:04,Closed Won
zcrm_6221978000068805288,zcrm_6221978000068805267,"Director of Faith Based Accounts (Sheridan, WY) Frontier Asset Management",Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-02-11 16:15:04,,100,,2025-02-06,2025-02-11 16:15:04,
zcrm_6221978000068805312,zcrm_6221978000012164037,"Regional Director (Sheridan, WY) Frontier Asset Management",Closed Won,121,zcrm_6221978000000914023,Steve Perry,2025-02-11 16:15:58,,100,,2025-02-06,2025-06-12 11:29:26,Past Client
zcrm_6221978000069390099,zcrm_6221978000052271006,Dermatology Physicians (MN & Il) Abacus Investments,Meeting Booked,8,zcrm_6221978000000914023,Steve Perry,2025-02-12 15:31:41,,33,,2024-12-18,2025-02-20 14:45:03,Client Internal Review
zcrm_6221978000071211091,zcrm_6221978000068579044,Solutions Architect Director (Remote USA) Instrumental Group,Closed Lost,,zcrm_6221978000000914023,Steve Perry,2025-02-19 13:47:24,,0,,2025-02-10,2025-02-19 13:47:24,
zcrm_6221978000071211106,zcrm_6221978000068579065,Senior Solutions Architect (Remote USA) Instrumental Group,Closed Lost,,zcrm_6221978000000914023,Steve Perry,2025-02-19 13:47:34,,0,,2025-02-10,2025-02-19 13:47:34,
zcrm_6221978000071702006,zcrm_6221978000052271006,Dermatology Physicians (MN & Il) Abacus Investments,Client Internal Review,50,zcrm_6221978000000914023,Steve Perry,2025-02-20 14:45:03,,42,,2024-12-18,2025-04-11 12:14:26,Deferred
zcrm_6221978000072106201,zcrm_6221978000072106199,Advisor (Houston) Capital Advisors,Closed Won,49,zcrm_6221978000000914023,Steve Perry,2025-02-21 15:21:10,,100,,2025-02-21,2025-04-11 12:13:48,Closed Lost
zcrm_6221978000072782064,zcrm_6221978000072782062,Advisor (Minneapolis) Bernstein,Meetings Completed,0,zcrm_6221978000000914023,Steve Perry,2025-02-25 11:24:19,,36,,2025-02-25,2025-02-25 11:49:57,Client Internal Review
zcrm_6221978000072782143,zcrm_6221978000072782062,Advisor (Minneapolis) Bernstein,Client Internal Review,72,zcrm_6221978000000914023,Steve Perry,2025-02-25 11:49:57,,42,,2025-02-25,2025-05-08 11:50:05,Closed Won
zcrm_6221978000073524175,zcrm_6221978000073524173,Junior Advisor (Nashville) Legacy Investment Planning,Client Internal Review,14,zcrm_6221978000000914023,Steve Perry,2025-02-27 12:47:09,,42,,2025-02-27,2025-03-13 13:22:05,Closed Lost
zcrm_6221978000073524196,zcrm_6221978000063950494,Paraplanner (Minneapolis) Strong Tower,Deferred,,zcrm_6221978000000914023,Steve Perry,2025-02-27 12:52:55,,10,,2025-01-30,2025-02-27 12:52:55,
zcrm_6221978000073524211,zcrm_6221978000054547079,Wilian Financial Group- Office Service Assistant,Deferred,28,zcrm_6221978000000914023,Steve Perry,2025-02-27 12:53:02,,10,,2024-12-31,2025-03-27 16:56:42,Meeting Booked
zcrm_6221978000073524226,zcrm_6221978000050374372,Left Tackle Advisors Recruiting,Deferred,,zcrm_6221978000000914023,Steve Perry,2025-02-27 12:53:07,,10,,2024-12-06,2025-02-27 12:53:07,
zcrm_6221978000073917286,zcrm_6221978000073917284,Construction Roles (Tennessee) David Darnell,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-02-28 14:36:10,,100,,2025-02-28,2025-02-28 14:36:10,
zcrm_6221978000073917332,zcrm_6221978000061652323,Financial Advisor 1 (Seattle) BOSS Retirement Solutions,Past Client,,zcrm_6221978000000914023,Steve Perry,2025-02-28 14:39:46,,0,,2024-09-05,2025-02-28 14:39:46,
zcrm_6221978000074308133,zcrm_6221978000061652344,Financial Advisor 2 (Seattle) BOSS Retirement Solutions,Past Client,,zcrm_6221978000000914023,Steve Perry,2025-03-03 10:53:24,,0,,2024-09-05,2025-03-03 10:53:24,
zcrm_6221978000074308148,zcrm_6221978000048197234,HR & Recruiting Manager Drake & Assoc,Past Client,,zcrm_6221978000000914023,Steve Perry,2025-03-03 10:53:40,,0,,2024-12-03,2025-03-03 10:53:40,
zcrm_6221978000074308163,zcrm_6221978000048197099,RPOA Salesforce Administrator,Past Client,,zcrm_6221978000000914023,Steve Perry,2025-03-03 10:57:02,,0,,2024-11-19,2025-03-03 10:57:02,
zcrm_6221978000074670204,zcrm_6221978000074670202,Financial Advisor (Houston) Granite Harbor,Closed Won,23,zcrm_6221978000000914023,Steve Perry,2025-03-04 12:52:13,,100,,2025-03-04,2025-03-27 14:11:25,Deferred
zcrm_6221978000075329043,zcrm_6221978000075329041,Sales Producer (Nationwide) Players Health,Closed Won,0,zcrm_6221978000000914023,Steve Perry,2025-03-06 15:03:42,,100,,2025-03-06,2025-03-06 15:14:43,Meeting Booked
zcrm_6221978000075329104,zcrm_6221978000075329102,Loan Officer (Nationwide) Cross Country,Lead,21,zcrm_6221978000000914023,Steve Perry,2025-03-06 15:25:50,,2,,2025-03-06,2025-03-27 16:49:00,Meetings Completed
zcrm_6221978000075354145,zcrm_6221978000075329041,Sales Producer (Nationwide) Players Health,Meeting Booked,6,zcrm_6221978000000914023,Steve Perry,2025-03-06 15:14:43,,33,,2025-03-06,2025-03-12 12:07:06,Meetings Completed
zcrm_6221978000075903176,zcrm_6221978000075903174,Financial Advisor,Engaged,3,zcrm_6221978000000914023,Steve Perry,2025-03-10 17:17:41,,6,,2025-03-14,2025-03-13 15:41:01,Closed Won
zcrm_6221978000075903238,zcrm_6221978000075903236,Financial Advisor (Minneapolis) Fiat Wealth,Meeting Booked,49,zcrm_6221978000000914023,Steve Perry,2025-03-10 17:49:53,,33,,2025-04-05,2025-04-28 11:36:52,Meetings Completed
zcrm_6221978000076223104,zcrm_6221978000075329041,Sales Producer (Nationwide) Players Health,Meetings Completed,58,zcrm_6221978000000914023,Steve Perry,2025-03-12 12:07:06,,36,,2025-03-06,2025-05-09 15:12:36,Deferred
zcrm_6221978000076223119,zcrm_6221978000067535037,General Counsel (USA Remote) Token Metrics,Closed Lost,,zcrm_6221978000000914023,Steve Perry,2025-03-12 12:07:33,,0,,2025-02-05,2025-03-12 12:07:33,
zcrm_6221978000076516114,zcrm_6221978000076516112,New Business Development (Waukesha) Drake,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-03-13 13:06:30,,100,,2025-03-13,2025-03-13 13:06:30,
zcrm_6221978000076516139,zcrm_6221978000048197001,FourStar Wealth,Closed Lost,,zcrm_6221978000000914023,Steve Perry,2025-03-13 13:17:14,,0,,2024-12-04,2025-03-13 13:17:14,
zcrm_6221978000076516158,zcrm_6221978000067099110,Financial Advisor - All Things Financial,Deferred,61,zcrm_6221978000000914023,Steve Perry,2025-03-13 13:20:26,,10,,2025-04-01,2025-05-13 16:01:49,Meetings Completed
zcrm_6221978000076516173,zcrm_6221978000008413591,Experior US,Engaged,57,zcrm_6221978000000914023,Steve Perry,2025-03-13 13:21:39,,6,,2024-09-01,2025-05-09 15:05:38,Deferred
zcrm_6221978000076516188,zcrm_6221978000048197078,RPOA Director of Data,Deferred,134,zcrm_6221978000000914023,Steve Perry,2025-03-13 13:21:56,,10,,2024-11-19,2025-07-25 13:23:12,Closed Lost
zcrm_6221978000076516203,zcrm_6221978000073524173,Junior Advisor (Nashville) Legacy Investment Planning,Closed Lost,,zcrm_6221978000000914023,Steve Perry,2025-03-13 13:22:05,,0,,2025-02-27,2025-03-13 13:22:05,
zcrm_6221978000076516218,zcrm_6221978000048197276,Multimedia Specialist Drake & Assoc,Closed Lost,,zcrm_6221978000000914023,Steve Perry,2025-03-13 13:22:17,,0,,2024-12-03,2025-03-13 13:22:17,
zcrm_6221978000076516282,zcrm_6221978000075903174,Financial Advisor,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-03-13 15:41:01,,100,,2025-03-14,2025-03-13 15:41:01,
zcrm_6221978000076541155,zcrm_6221978000076541153,Financial Advisor/ Grand Rapids / Fiduciary Financial Advisors,Engaged,53,zcrm_6221978000066759001,Jason Sebastian,2025-03-13 20:56:47,,6,,2025-03-13,2025-05-05 12:38:05,Lead
zcrm_6221978000076612040,zcrm_6221978000076612038,Network Administrator,Engaged,91,zcrm_6221978000066340001,Ashley Price,2025-03-13 17:17:26,,6,,2026-04-06,2025-06-12 11:27:04,Closed Lost
zcrm_6221978000076612187,zcrm_6221978000076612185,Benefits Manager,Engaged,91,zcrm_6221978000066340001,Ashley Price,2025-03-13 17:37:00,,6,,2025-05-26,2025-06-12 11:27:10,Closed Lost
zcrm_6221978000077002106,zcrm_6221978000077002104,Financial Advisor/ Grand Rapids / LVZ Financial Planning,Engaged,50,zcrm_6221978000066759001,Jason Sebastian,2025-03-16 16:16:05,,6,,2025-03-16,2025-05-05 12:38:07,Lead
zcrm_6221978000077002416,zcrm_6221978000077002414,"Financial Advisor/ Stamford, CT / Digital Currency Group",Engaged,50,zcrm_6221978000066759001,Jason Sebastian,2025-03-16 18:21:27,,6,,2025-03-16,2025-05-05 12:38:10,Lead
zcrm_6221978000077038044,zcrm_6221978000077038042,Central Texas Veterinary,Engaged,88,zcrm_6221978000066340001,Ashley Price,2025-03-16 23:14:29,,6,,2025-04-28,2025-06-12 11:27:16,Closed Lost
zcrm_6221978000077038082,zcrm_6221978000077038080,Kona Community Hospital,Engaged,88,zcrm_6221978000066340001,Ashley Price,2025-03-16 23:18:42,,6,,2025-05-05,2025-06-12 11:27:25,Closed Lost
zcrm_6221978000077038195,zcrm_6221978000077038193,Austin Sports Medicine,Engaged,88,zcrm_6221978000066340001,Ashley Price,2025-03-16 23:31:14,,6,,2025-05-05,2025-06-12 11:27:30,Closed Lost
zcrm_6221978000077038257,zcrm_6221978000077038255,MU Health- Allied Roles,Engaged,88,zcrm_6221978000066340001,Ashley Price,2025-03-16 23:37:57,,6,,2025-05-05,2025-06-12 11:27:36,Closed Lost
zcrm_6221978000077983044,zcrm_6221978000077983042,"Project Mng/ Atlanta / Oakley Services, AMCON",Engaged,37,zcrm_6221978000066759001,Jason Sebastian,2025-03-24 10:57:27,,6,,2025-03-24,2025-04-30 11:33:16,Lead
zcrm_6221978000078403044,zcrm_6221978000078403042,"Financial Advisor/ Belchertown, MA/ CAIA Association",Engaged,36,zcrm_6221978000066759001,Jason Sebastian,2025-03-26 17:33:27,,6,,2025-03-26,2025-05-01 17:37:48,Closed Lost
zcrm_6221978000078745044,zcrm_6221978000078745042,"Project Manager/ Suwanee, GA/ Eastern Glass & Aluminum",Engaged,34,zcrm_6221978000066759001,Jason Sebastian,2025-03-27 11:23:01,,6,,2025-04-10,2025-04-30 11:30:01,Lead
zcrm_6221978000078801017,zcrm_6221978000068309001,Director of Finance,Past Client,,zcrm_6221978000000914023,Steve Perry,2025-03-27 14:10:22,,0,,2025-02-08,2025-03-27 14:10:22,
zcrm_6221978000078801032,zcrm_6221978000061652295,Financial Advisor 2 (Reno) Prime Financial,Past Client,,zcrm_6221978000000914023,Steve Perry,2025-03-27 14:11:04,,0,,2024-12-03,2025-03-27 14:11:04,
zcrm_6221978000078801047,zcrm_6221978000061652619,Financial Advisor Branch Manager (Duluth),Past Client,,zcrm_6221978000000914023,Steve Perry,2025-03-27 14:11:17,,0,,2025-01-18,2025-03-27 14:11:17,
zcrm_6221978000078801062,zcrm_6221978000074670202,Financial Advisor (Houston) Granite Harbor,Deferred,33,zcrm_6221978000000914023,Steve Perry,2025-03-27 14:11:25,,10,,2025-03-04,2025-04-29 15:39:39,Closed Won
zcrm_6221978000078801194,zcrm_6221978000078801192,Service Advisor - (Los Angeles) Confidence Wealth Management,Meeting Booked,0,zcrm_6221978000000914023,Steve Perry,2025-03-27 16:46:40,,33,,2025-03-27,2025-03-27 17:43:31,Closed Won
zcrm_6221978000078801213,zcrm_6221978000075329102,Loan Officer (Nationwide) Cross Country,Meetings Completed,43,zcrm_6221978000000914023,Steve Perry,2025-03-27 16:49:00,,36,,2025-03-06,2025-05-09 15:12:21,Deferred
zcrm_6221978000078801259,zcrm_6221978000078801257,Lead Financial Planner (Columbus) Peak Retirement Planning,Meeting Booked,1,zcrm_6221978000000914023,Steve Perry,2025-03-27 16:54:23,,33,,2025-03-28,2025-03-28 13:09:53,Closed Won
zcrm_6221978000078801278,zcrm_6221978000054547079,Wilian Financial Group- Office Service Assistant,Meeting Booked,32,zcrm_6221978000000914023,Steve Perry,2025-03-27 16:56:42,,33,,2024-12-31,2025-04-28 11:37:18,Engaged
zcrm_6221978000078801293,zcrm_6221978000068805040,Account Manager (Minneapolis) Harland Medical,Deferred,42,zcrm_6221978000000914023,Steve Perry,2025-03-27 17:02:00,,10,,2025-02-11,2025-05-08 13:59:39,Closed Lost
zcrm_6221978000078801325,zcrm_6221978000078801192,Service Advisor - (Los Angeles) Confidence Wealth Management,Closed Won,124,zcrm_6221978000000914023,Steve Perry,2025-03-27 17:43:31,,100,,2025-03-27,2025-07-29 21:03:11,Closed Lost
zcrm_6221978000078842088,zcrm_6221978000078842086,Columbus Texas RN,Engaged,77,zcrm_6221978000066340001,Ashley Price,2025-03-27 18:14:26,,6,,2025-05-06,2025-06-12 11:26:55,Closed Lost
zcrm_6221978000078938106,zcrm_6221978000078938104,Financial Advisor/ Remote / Wisepath Financial Group,Engaged,13,zcrm_6221978000066759001,Jason Sebastian,2025-03-27 20:28:26,,6,,2025-04-05,2025-04-09 11:52:56,Meeting Booked
zcrm_6221978000079097001,zcrm_6221978000078801257,Lead Financial Planner (Columbus) Peak Retirement Planning,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-03-28 13:09:53,,100,,2025-03-28,2025-03-28 13:09:53,
zcrm_6221978000079813044,zcrm_6221978000079813042,"Financial Advisor/ Wall Township, NJ/ MARG Financial",Engaged,8,zcrm_6221978000066759001,Jason Sebastian,2025-04-01 19:52:53,,6,,2025-04-09,2025-04-09 11:53:39,Meeting Booked
zcrm_6221978000079813106,zcrm_6221978000079813104,"Financial Advisor/ Nashville, TN/ Advisory DNA",Engaged,34,zcrm_6221978000066759001,Jason Sebastian,2025-04-01 19:57:43,,6,,2025-04-01,2025-05-05 12:37:37,Lead
zcrm_6221978000080198072,zcrm_6221978000080198070,Managing Director Atlanta Guardian,Closed Won,,zcrm_6221978000000914023,Steve Perry,2025-04-03 17:37:22,,100,,2024-11-12,2025-04-03 17:37:22,
zcrm_6221978000080921041,zcrm_6221978000080921039,"Gold Wholesaler (Dallas) JM Bullion, Inc.",Meetings Completed,65,zcrm_6221978000000914023,Steve Perry,2025-04-08 11:09:34,,36,,2025-04-08,2025-06-12 12:11:36,Closed Lost
zcrm_6221978000080921099,zcrm_6221978000080921097,"Financial Advisor (Kentucky) Legato Financial Group, Inc",Meetings Completed,1,zcrm_6221978000000914023,Steve Perry,2025-04-08 11:35:22,,36,,2025-04-08,2025-04-09 14:44:36,Closed Won
zcrm_6221978000081192023,zcrm_6221978000078938104,Financial Advisor/ Remote / Wisepath Financial Group,Meeting Booked,6,zcrm_6221978000072663019,Steven Marple,2025-04-09 11:52:56,,33,,2025-04-05,2025-04-15 10:17:35,Meetings Completed
zcrm_6221978000081192038,zcrm_6221978000079813042,"Financial Advisor/ Wall Township, NJ/ MARG Financial",Meeting Booked,21,zcrm_6221978000072663019,Steven Marple,2025-04-09 11:53:39,,33,,2025-04-09,2025-04-30 11:39:17,Meetings Completed
zcrm_6221978000081458030,zcrm_6221978000080921097,"Financial Advisor (Kentucky) Legato Financial Group, Inc",Closed Won,62,zcrm_6221978000000914023,Steve Perry,2025-04-09 14:44:36,,100,,2025-04-08,2025-06-10 18:17:22,Meetings Completed
zcrm_6221978000081458205,zcrm_6221978000081458203,"Showroom/Operations Admin (Eagan, MN) Granite Planet",Meetings Completed,63,zcrm_6221978000000914023,Steve Perry,2025-04-10 10:49:07,,36,,2025-04-10,2025-06-12 12:10:45,Closed Lost
zcrm_6221978000081871001,zcrm_6221978000072106199,Advisor (Houston) Capital Advisors,Closed Lost,,zcrm_6221978000000914023,Steve Perry,2025-04-11 12:13:48,,0,,2025-02-21,2025-04-11 12:13:48,
zcrm_6221978000081871016,zcrm_6221978000052271006,Dermatology Physicians (MN & Il) Abacus Investments,Deferred,27,zcrm_6221978000000914023,Steve Perry,2025-04-11 12:14:26,,10,,2024-12-18,2025-05-08 14:00:00,Closed Lost
